,Month,Rating,Type,Device Type,Country,Subscribers,Total Revenue
8146,Feb,5,Series,Tablet,USA,70491000,234127653.92899382
8147,Feb,4,Tv Show,Tablet,Australia,74066765,236637133.33119836
8148,Feb,3,Movie,Mobile,France,73963504,232837708.83340126
8149,Oct,5,Tv Show,Mobile,Germany,71784551,226441534.6434615
8150,Aug,5,Movie,Smart Tv,Brazil,72909565,237476397.41986233
8151,Oct,3,Series,Mobile,South Korea,78811527,226061156.1619249
8152,Aug,1,Series,Tablet,Australia,77852833,226003735.1051301
8153,Apr,4,Tv Show,Tablet,USA,71653483,236603913.79270652
8154,Apr,3,Movie,Smart Tv,Germany,71867007,235681696.24486756
8155,Apr,3,Movie,Smart Tv,Australia,78186123,226362615.6056529
8156,Apr,5,Series,Mobile,Australia,76883995,226657287.0935755
8157,May,2,Movie,Mobile,Brazil,75917145,224716674.34875786
8158,Jan,5,Movie,Mobile,Brazil,71194221,238936630.75707832
8159,Nov,5,Tv Show,Tablet,Germany,72595642,220579805.08101055
8160,May,4,Movie,Tablet,Australia,71235678,233684251.01277882
8161,Jan,5,Tv Show,Mobile,Germany,79372785,239311756.44538513
8162,Nov,4,Tv Show,Mobile,Canada,79423094,235502217.55925223
8163,Jan,3,Series,Tablet,Germany,72192929,222388159.92726675
8164,Jun,1,Movie,Mobile,Australia,73822853,225644687.6876634
8165,May,5,Tv Show,Mobile,Australia,78156770,230068197.39938104
8166,Oct,2,Series,Mobile,Germany,77595876,234034803.49576646
8167,Nov,5,Series,Tablet,France,72935782,235263516.13439858
8168,Dec,2,Tv Show,Smart Tv,UK,76322375,239057268.0631441
8169,Dec,1,Series,Smart Tv,Germany,71705208,222145651.85037583
8170,Jun,5,Tv Show,Mobile,Japan,71950846,223640572.0970207
8171,Mar,2,Tv Show,Mobile,UK,73658698,237008396.61497602
8172,Jul,3,Tv Show,Tablet,France,75276015,231896288.42803755
8173,Jul,3,Tv Show,Tablet,Germany,74013331,227714728.92068902
8174,Sep,2,Tv Show,Smart Tv,Australia,73029659,223006769.9585612
8175,Jan,2,Tv Show,Tablet,USA,71567757,221055959.64799005
8176,Aug,2,Series,Tablet,Germany,76455698,239966846.37373614
8177,Sep,5,Series,Smart Tv,Brazil,77882345,223641925.00044265
8178,Aug,5,Movie,Mobile,USA,73915141,228423496.08488634
8179,Nov,4,Movie,Tablet,Japan,75321062,229154472.12862936
8180,Feb,1,Tv Show,Mobile,Japan,79607880,233138396.38510007
8181,Aug,1,Series,Tablet,France,75799321,231185552.02926475
8182,Mar,5,Tv Show,Mobile,Australia,71325659,221749407.8881656
8183,Jan,3,Movie,Tablet,India,78463693,232778862.3901653
8184,Mar,5,Series,Smart Tv,Canada,75184343,236397339.89113158
8185,Jun,5,Movie,Tablet,Australia,77614141,236288799.98220107
8186,Mar,2,Series,Mobile,South Korea,78843849,224260402.13556865
8187,Jul,2,Tv Show,Mobile,Germany,76248534,226723484.00920618
8188,Mar,2,Tv Show,Smart Tv,UK,79561231,234925153.0607256
8189,Mar,4,Movie,Mobile,France,75128334,230561791.81442943
8190,Dec,2,Series,Tablet,Brazil,79202253,236105555.03747252
8191,Aug,2,Movie,Tablet,USA,78014183,239799206.42048484
8192,Nov,5,Series,Tablet,India,72462572,239976850.932175
8193,Feb,2,Tv Show,Tablet,France,74821959,239657874.9004418
8194,Aug,5,Tv Show,Smart Tv,USA,75481284,236274403.0948782
8195,Aug,3,Tv Show,Smart Tv,Japan,79738638,220726648.70304865
8196,Dec,4,Series,Smart Tv,Canada,71169755,239634340.6952888
8197,Apr,5,Series,Tablet,UK,76249500,230823064.9307764
8198,Jan,5,Series,Mobile,France,72947895,230386530.4246869
8199,Oct,4,Movie,Mobile,USA,78728498,220950375.2412189
8200,Nov,5,Movie,Mobile,Brazil,71448014,237628255.98573023
8201,Mar,4,Series,Tablet,India,79940366,222783614.15030715
8202,Sep,1,Tv Show,Mobile,Germany,78455648,238309021.98108053
8203,Oct,3,Tv Show,Smart Tv,South Korea,71135308,229992524.3778106
8204,Oct,4,Tv Show,Smart Tv,UK,70126145,239100694.16606107
8205,Oct,4,Movie,Mobile,UK,73642215,228050402.2487729
8206,Aug,3,Movie,Mobile,Brazil,75084607,232783380.29541376
8207,May,2,Tv Show,Smart Tv,South Korea,79334204,237100646.9899491
8208,Apr,3,Series,Smart Tv,Japan,71546127,236037688.30418593
8209,Oct,5,Movie,Tablet,India,76621934,224735841.60653
8210,Aug,1,Tv Show,Mobile,Japan,79851430,223107732.9008122
8211,Mar,4,Tv Show,Mobile,Japan,76400374,233675060.41895244
8212,Aug,3,Series,Tablet,India,79881314,239540046.34329545
8213,Oct,1,Tv Show,Smart Tv,Brazil,79186011,236404471.13130382
8214,May,2,Movie,Tablet,Japan,72562336,238125361.4449167
8215,Sep,5,Tv Show,Mobile,UK,77793284,234457005.78354162
8216,Jan,3,Movie,Mobile,South Korea,75112512,238134778.05701634
8217,Aug,2,Series,Mobile,Brazil,78869645,223496111.2852551
8218,Dec,3,Movie,Tablet,Japan,72153232,224813392.6835975
8219,Oct,3,Tv Show,Smart Tv,Australia,74350747,239838983.26822913
8220,Sep,2,Tv Show,Tablet,Germany,78802952,228383674.60127792
8221,Sep,4,Series,Smart Tv,UK,76881661,223991887.3065827
8222,Sep,1,Series,Tablet,USA,75935755,226759057.56065124
8223,May,3,Movie,Tablet,India,79873593,235798053.15268022
8224,Nov,5,Movie,Smart Tv,India,73657100,230972670.51054445
8225,Aug,3,Tv Show,Tablet,USA,71728485,227548717.81403384
8226,Dec,4,Tv Show,Mobile,Brazil,70800708,239218473.35773352
8227,Sep,4,Movie,Mobile,USA,76098100,230899226.51176807
8228,Jan,5,Movie,Smart Tv,South Korea,79924078,235119842.62382725
8229,Feb,2,Tv Show,Smart Tv,France,71568658,233057058.25443277
8230,Feb,4,Tv Show,Tablet,UK,78231275,232549427.68648845
8231,Dec,4,Movie,Tablet,UK,74167712,224159859.04490712
8232,Nov,3,Movie,Mobile,Brazil,76862063,233214537.5582281
8233,Sep,5,Movie,Mobile,France,71777684,222683720.4305063
8234,Nov,3,Series,Tablet,France,75117082,225823978.26776963
8235,Nov,4,Movie,Mobile,South Korea,74806264,238459245.01080695
8236,Nov,3,Movie,Smart Tv,India,73727870,222018135.82070383
8237,Jan,3,Tv Show,Tablet,Canada,72791898,237134548.88989562
8238,Jul,4,Tv Show,Smart Tv,UK,71973998,222661729.27919123
8239,Jan,4,Tv Show,Mobile,Brazil,75806975,227667627.1398428
8240,Jul,3,Movie,Smart Tv,France,71332338,228461485.98617944
8241,Jun,3,Series,Tablet,France,79679715,233643818.561232
8242,Oct,2,Movie,Tablet,India,75888221,220996860.15033403
8243,Nov,4,Movie,Smart Tv,India,79659658,235785859.5453788
8244,Mar,3,Tv Show,Mobile,Germany,78430694,234894372.72609553
8245,Aug,2,Tv Show,Mobile,France,71317249,220855799.00212574
8246,Jul,1,Movie,Tablet,USA,75429576,223079075.5182404
8247,Mar,2,Tv Show,Mobile,India,74096312,220986707.4654226
8248,Mar,1,Tv Show,Mobile,Australia,70932363,224373395.10321975
8249,Nov,3,Movie,Tablet,South Korea,70192138,234666132.89447322
8250,Dec,4,Tv Show,Smart Tv,USA,78737758,228275203.15614814
8251,Nov,3,Movie,Mobile,France,72437157,228165821.71028367
8252,Apr,4,Tv Show,Mobile,Germany,78299131,230402320.72060317
8253,Oct,4,Tv Show,Mobile,Germany,78867936,238918234.52200505
8254,Apr,2,Tv Show,Tablet,USA,73621310,224176650.58128667
8255,May,4,Movie,Smart Tv,Japan,72504494,220947847.61081
8256,May,5,Movie,Smart Tv,South Korea,76115908,236063299.38401353
8257,Aug,3,Series,Tablet,Australia,79675906,220527733.3904658
8258,Nov,1,Series,Smart Tv,UK,79863791,230143260.1914923
8259,Jul,1,Series,Smart Tv,France,75928691,239599779.4162733
8260,Oct,2,Series,Tablet,Brazil,77418225,239128718.5040225
8261,Apr,3,Tv Show,Tablet,Germany,78898756,221300579.95146698
8262,Sep,5,Movie,Mobile,South Korea,75350278,224418284.51578864
8263,Apr,3,Movie,Tablet,Japan,78595510,239082390.90940845
8264,Nov,2,Tv Show,Mobile,Japan,76864445,222373124.06031203
8265,Feb,2,Movie,Mobile,Brazil,70387711,238359718.72643635
8266,Jun,1,Movie,Smart Tv,Australia,74190491,227597891.41529325
8267,Jun,3,Series,Mobile,USA,77740190,225466837.36253363
8268,May,3,Tv Show,Mobile,South Korea,74231392,223469869.0661628
8269,Apr,5,Series,Mobile,India,75921073,234751386.88881242
8270,Feb,4,Series,Tablet,USA,74005774,228018818.74592367
8271,Nov,1,Series,Smart Tv,USA,74467071,228441739.75045127
8272,Jan,1,Movie,Mobile,South Korea,75901184,232872781.15268752
8273,Aug,2,Series,Tablet,India,78969319,226178248.928168
8274,Nov,1,Movie,Tablet,Germany,76363290,220921921.42347565
8275,Apr,1,Tv Show,Smart Tv,France,73287704,224850192.35493496
8276,May,5,Tv Show,Tablet,India,74516238,236138395.42313483
8277,Sep,1,Tv Show,Smart Tv,Australia,74648208,235431432.40146804
8278,Sep,5,Movie,Smart Tv,Australia,71342218,236490199.82857978
8279,Jan,2,Series,Smart Tv,France,71916607,222497018.36051372
8280,Jul,1,Tv Show,Mobile,Canada,71145800,239933034.14869547
8281,Sep,3,Series,Tablet,Japan,70649858,230414799.59498265
8282,Sep,3,Tv Show,Smart Tv,Australia,76831716,237914988.6073145
8283,Oct,3,Tv Show,Smart Tv,India,75902874,228196901.35192385
8284,Oct,4,Movie,Tablet,Canada,72426591,231328482.5774739
8285,Nov,1,Tv Show,Smart Tv,India,76372952,221835804.29666358
8286,Sep,5,Movie,Smart Tv,UK,75187904,235274558.36371842
8287,Sep,5,Movie,Mobile,South Korea,74534625,228268808.75092456
8288,May,3,Series,Mobile,Germany,75296329,220349176.48216102
8289,May,4,Movie,Smart Tv,France,74951277,236118115.64184377
8290,Aug,2,Tv Show,Smart Tv,UK,78777004,224510587.16376212
8291,Apr,2,Tv Show,Smart Tv,Japan,77911696,221196829.23544398
8292,Jan,5,Series,Mobile,Japan,79134356,222562376.08468202
8293,Jun,2,Movie,Tablet,USA,78328337,237662663.22851503
8294,Oct,2,Series,Smart Tv,France,70803897,238276779.46241686
8295,Apr,3,Tv Show,Smart Tv,Brazil,78847586,223192047.98081225
8296,Aug,2,Series,Mobile,USA,73603251,220088057.7065865
8297,Oct,3,Movie,Mobile,Brazil,74400963,223690276.11166093
8298,Jun,5,Movie,Mobile,Australia,75676038,238673663.5499815
8299,Jul,3,Tv Show,Tablet,Australia,78095329,238265932.05566424
8300,Mar,1,Series,Tablet,India,71415278,220587393.5237749
8301,Jan,3,Tv Show,Tablet,USA,74519775,239420305.49651417
8302,Aug,1,Series,Smart Tv,Germany,72434524,221922698.771431
8303,Jul,2,Series,Tablet,Germany,77827523,237295651.01806962
8304,Apr,4,Movie,Tablet,Germany,75155947,222480999.70000145
8305,Sep,3,Movie,Mobile,USA,72162666,238796005.15578422
8306,Jul,5,Movie,Smart Tv,Japan,73823310,221841330.43235564
8307,Oct,4,Movie,Smart Tv,USA,73279166,230764611.4580513
8308,Feb,5,Series,Mobile,Brazil,76064847,237416305.51329806
8309,Sep,5,Tv Show,Mobile,Japan,71199184,223322955.42459744
8310,Jul,3,Movie,Tablet,France,70461728,229435447.75997734
8311,Nov,5,Series,Mobile,Germany,79610608,238224742.2631614
8312,Aug,4,Movie,Tablet,Germany,76347871,225198101.5019783
8313,Jun,1,Tv Show,Tablet,Brazil,76861254,237831663.86714944
8314,Aug,1,Tv Show,Tablet,India,73042390,223428888.80339032
8315,Jan,4,Tv Show,Mobile,Germany,76553872,228403891.69839463
8316,Jul,5,Series,Smart Tv,Germany,78534509,235775447.76391456
8317,Sep,1,Movie,Tablet,Brazil,79418380,231380092.61741227
8318,May,1,Movie,Mobile,Canada,79290988,239614293.7007736
8319,Nov,4,Tv Show,Tablet,Brazil,70583580,223869906.2998297
8320,Feb,4,Series,Smart Tv,India,76662796,229843466.6009624
8321,Oct,3,Tv Show,Tablet,Germany,75905800,230384580.08529067
8322,May,1,Movie,Smart Tv,India,70978001,237940274.3227772
8323,Mar,1,Movie,Smart Tv,UK,73806762,237307434.10537502
8324,Jun,2,Tv Show,Tablet,India,75790363,234005235.29317877
8325,Aug,1,Tv Show,Mobile,South Korea,71605397,232974601.84373885
8326,Jan,1,Movie,Smart Tv,France,71384944,223834012.22811103
8327,Dec,5,Movie,Smart Tv,Japan,72523112,229668958.47412062
8328,Mar,1,Series,Smart Tv,France,76953792,228654041.75548875
8329,Jul,4,Movie,Tablet,UK,79589164,226484166.71978414
8330,Mar,2,Tv Show,Tablet,Canada,71845420,230015826.9543214
8331,Nov,4,Tv Show,Tablet,Australia,72733346,222547512.0764787
8332,Jun,1,Tv Show,Mobile,Canada,72698648,235785164.49629048
8333,Jan,5,Series,Smart Tv,UK,79846898,227517120.34524432
8334,Mar,1,Tv Show,Mobile,Germany,74508428,225591244.39983344
8335,Jun,1,Tv Show,Tablet,Canada,78002673,235076832.88131902
8336,Oct,1,Series,Mobile,Japan,70768509,226923559.48166525
8337,Feb,2,Tv Show,Smart Tv,Germany,74983585,239743864.9826901
8338,Apr,5,Series,Smart Tv,India,70739643,236112574.87474325
8339,Jan,4,Tv Show,Tablet,Australia,75128220,223824776.22952768
8340,Sep,2,Movie,Tablet,USA,76909184,239367472.58894712
8341,Sep,2,Movie,Mobile,Canada,79695276,236322600.4838272
8342,Oct,1,Tv Show,Smart Tv,Brazil,70145521,230369430.1672942
8343,Nov,1,Tv Show,Tablet,Canada,73721261,231606417.15433395
8344,Mar,4,Movie,Smart Tv,South Korea,73199925,224977706.51531827
8345,Aug,4,Series,Tablet,UK,72836860,228821836.04936346
8346,Jan,5,Tv Show,Mobile,Japan,74303021,228080342.58054125
8347,Apr,1,Movie,Tablet,UK,75886334,226073892.72190395
8348,Jan,1,Tv Show,Mobile,India,74221187,233848987.43678114
8349,Jan,3,Series,Tablet,USA,79194573,220088813.48656788
8350,Mar,4,Series,Mobile,Japan,77825537,236462519.25134984
8351,Jul,2,Tv Show,Mobile,Brazil,73320679,237912388.7396344
8352,Aug,3,Tv Show,Mobile,Japan,72632634,223378137.35673442
8353,Jun,3,Movie,Mobile,USA,73441067,222685627.66445538
8354,Jun,1,Tv Show,Smart Tv,France,76941136,228970247.3236442
8355,Oct,4,Series,Smart Tv,India,76472158,223216233.85419148
8356,Jul,3,Movie,Tablet,India,71957821,224779553.32855064
8357,Sep,4,Movie,Tablet,Australia,70780735,237821145.9349808
8358,Nov,3,Tv Show,Smart Tv,Japan,77952036,233080192.25311732
8359,Aug,2,Tv Show,Tablet,Brazil,74954481,224762181.33163205
8360,Oct,4,Movie,Mobile,UK,77183336,232089381.6143401
8361,May,2,Tv Show,Smart Tv,India,73811025,238125599.52528375
8362,Dec,5,Tv Show,Tablet,South Korea,74285352,231497657.30106157
8363,Nov,4,Tv Show,Mobile,USA,70015896,230308210.4664447
8364,Mar,5,Tv Show,Smart Tv,Germany,73334981,224348580.40463993
8365,Aug,4,Series,Tablet,USA,74593225,226930240.4714813
8366,Aug,3,Tv Show,Smart Tv,France,73077688,233867949.9602865
8367,May,1,Movie,Smart Tv,USA,78498057,234760052.58886525
8368,Nov,4,Movie,Mobile,UK,74456297,234595484.06450394
8369,Feb,5,Movie,Tablet,South Korea,76783141,228872268.06454486
8370,Feb,2,Series,Mobile,USA,74361409,233638887.9823125
8371,Nov,2,Tv Show,Mobile,Japan,75769722,238621889.31824622
8372,Nov,3,Movie,Tablet,India,79587534,238488418.63680544
8373,Jun,1,Movie,Tablet,Canada,73128803,227881439.61424756
8374,Jul,1,Movie,Smart Tv,India,73752946,229125291.17235067
8375,Feb,1,Movie,Mobile,France,73700604,221795303.54911414
8376,Jul,2,Series,Tablet,Germany,72250445,239732812.00248516
8377,Nov,2,Tv Show,Smart Tv,Japan,70450140,230713080.13333225
8378,Nov,2,Tv Show,Mobile,USA,72476116,231532607.92992637
8379,Jul,3,Movie,Smart Tv,Canada,72672447,220785444.95390272
8380,Aug,5,Series,Tablet,Japan,77055455,229399578.22436655
8381,Aug,2,Tv Show,Smart Tv,South Korea,70242894,238278880.304419
8382,Feb,3,Movie,Tablet,Brazil,78683847,232269791.35206902
8383,Nov,1,Tv Show,Mobile,UK,77370511,236158097.50851345
8384,Jun,2,Tv Show,Tablet,UK,75437325,231537406.9501014
8385,Jan,1,Movie,Mobile,France,72556579,238608475.9305714
8386,Aug,4,Tv Show,Tablet,Japan,70739670,221214564.7097814
8387,Mar,2,Series,Tablet,Australia,77457836,235341874.55701852
8388,Nov,2,Series,Mobile,South Korea,73832212,228861423.85499156
8389,Apr,3,Series,Smart Tv,France,75854109,239655811.1057334
8390,Jun,2,Series,Tablet,France,70172458,236578907.3185637
8391,Aug,3,Movie,Mobile,Canada,74772074,237893035.7720109
8392,Sep,5,Movie,Mobile,Australia,76194764,228130339.24962643
8393,Feb,2,Movie,Smart Tv,France,70308124,230411322.18190843
8394,Aug,5,Movie,Tablet,South Korea,70806587,231429412.4746688
8395,Aug,2,Series,Smart Tv,UK,77747151,236122411.98718566
8396,May,4,Series,Mobile,Australia,72493123,226602350.37862045
8397,Feb,5,Movie,Smart Tv,India,74908069,236326292.27222797
8398,May,1,Tv Show,Mobile,UK,76170090,226691962.67931238
8399,Oct,4,Tv Show,Tablet,Brazil,74698524,234230567.19245768
8400,Dec,4,Series,Tablet,USA,77498054,225503630.5688293
8401,Nov,4,Series,Smart Tv,Australia,77494245,236202967.62761402
8402,Aug,4,Series,Tablet,India,77456332,231932219.42729774
8403,Sep,2,Tv Show,Tablet,Canada,71515542,227703075.31119397
8404,Oct,1,Tv Show,Smart Tv,UK,72245488,231635670.3911944
8405,Aug,1,Series,Smart Tv,USA,71302557,237060076.62471077
8406,Jan,1,Series,Smart Tv,Australia,79105768,228852106.97032547
8407,Dec,1,Movie,Mobile,USA,79921911,237839732.1591202
8408,Apr,1,Series,Smart Tv,Brazil,79252439,230905229.62621868
8409,Jan,3,Tv Show,Tablet,Canada,79280435,238656019.24148315
8410,Sep,5,Tv Show,Tablet,Germany,76820579,226263388.33646795
8411,Apr,2,Series,Tablet,Australia,72366461,222690922.75443944
8412,Mar,2,Tv Show,Mobile,Brazil,73054124,226233849.9160669
8413,Jul,1,Movie,Mobile,Brazil,78826611,228485150.8455747
8414,Jan,4,Movie,Tablet,UK,70749775,223310146.75310352
8415,Dec,3,Tv Show,Smart Tv,Japan,72634898,220239065.9427025
8416,Apr,5,Movie,Mobile,USA,70061130,226251566.3808854
8417,Feb,1,Tv Show,Mobile,India,76851626,221759646.56649175
8418,Feb,5,Movie,Smart Tv,South Korea,72497908,226301466.27157876
8419,Dec,3,Movie,Tablet,UK,71698151,231166615.3080706
8420,Jan,3,Tv Show,Tablet,Brazil,74707268,229502245.0596529
8421,Jul,2,Movie,Mobile,Canada,71613291,221928502.95846957
8422,Mar,2,Tv Show,Tablet,USA,74799074,234944193.62964216
8423,Oct,3,Tv Show,Smart Tv,India,70583616,234149651.5120574
8424,Mar,1,Series,Tablet,Japan,79045935,231316259.1040036
8425,Apr,5,Series,Smart Tv,Canada,74555248,228350205.2054175
8426,Dec,2,Tv Show,Smart Tv,Germany,76702745,239343622.13522008
8427,Oct,2,Tv Show,Tablet,Australia,73137316,220175256.39009473
8428,Oct,1,Tv Show,Smart Tv,South Korea,76863863,233901773.83629778
8429,Nov,3,Tv Show,Tablet,Canada,74926973,220584153.55379358
8430,Apr,4,Series,Tablet,Japan,71548026,227610656.66039154
8431,Jul,1,Movie,Smart Tv,Australia,76695206,227212527.4763358
8432,Mar,4,Tv Show,Mobile,USA,78897574,235808895.03262925
8433,Jan,4,Movie,Mobile,South Korea,70850733,236120712.0706954
8434,Oct,1,Movie,Mobile,South Korea,79492209,231506066.6761094
8435,Oct,4,Series,Smart Tv,Australia,74722170,238682178.08432886
8436,Jul,4,Series,Smart Tv,USA,79329041,221646989.7733237
8437,Feb,3,Tv Show,Tablet,Japan,70581875,230648303.51437595
8438,Jan,2,Movie,Tablet,Japan,70264410,225289663.99963084
8439,Mar,3,Tv Show,Tablet,Brazil,75329054,224910725.74377084
8440,Nov,4,Movie,Tablet,Australia,79100510,237881848.2166356
8441,Apr,2,Movie,Tablet,India,79929249,226088194.64609143
8442,Sep,1,Series,Smart Tv,Brazil,78672551,225508170.40973175
8443,Mar,4,Tv Show,Tablet,Japan,77666451,239517190.2468934
8444,Oct,2,Series,Mobile,France,73967449,239576904.07292792
8445,Jul,1,Tv Show,Smart Tv,Brazil,79953741,238997868.652071
8446,Dec,5,Movie,Tablet,UK,79658843,230114586.28815126
8447,Jun,2,Series,Tablet,India,79851738,235580182.5267764
8448,Nov,4,Tv Show,Tablet,UK,79484983,236792405.52148268
8449,Mar,4,Tv Show,Tablet,Brazil,77727891,229966780.61479753
8450,Jan,2,Series,Smart Tv,UK,73465171,231778785.55419287
8451,Mar,2,Series,Tablet,Japan,71370144,227219539.20831817
8452,May,4,Tv Show,Smart Tv,Brazil,76380595,229829909.82667607
8453,Apr,5,Movie,Tablet,South Korea,73635569,230490046.61166745
8454,Jul,1,Movie,Smart Tv,Canada,77011396,227443419.58996177
8455,May,1,Series,Mobile,Australia,73894461,226694196.0934318
8456,Oct,3,Series,Tablet,Brazil,74178743,234316477.79056805
8457,Mar,1,Movie,Smart Tv,Canada,73900994,235692965.29070607
8458,Nov,3,Series,Smart Tv,Australia,72142071,233143445.0639753
8459,Jan,2,Series,Mobile,USA,73560002,227536660.15347216
8460,Mar,3,Series,Mobile,Australia,77980561,224423134.17685935
8461,Apr,5,Series,Smart Tv,India,79862599,224770363.71327463
8462,Sep,2,Series,Smart Tv,India,72228561,231840788.00619125
8463,Dec,5,Movie,Smart Tv,Japan,79364450,224153762.01101106
8464,Feb,1,Tv Show,Smart Tv,France,71220207,231946492.39734218
8465,Nov,3,Series,Smart Tv,India,72826443,223129043.1534792
8466,Mar,3,Tv Show,Mobile,Australia,71975959,237000133.6857403
8467,Mar,5,Tv Show,Tablet,South Korea,73793881,225681968.60298914
8468,Dec,3,Tv Show,Smart Tv,UK,73702612,237219823.72878045
8469,Sep,5,Series,Smart Tv,Canada,73292485,234486912.1430684
8470,May,4,Movie,Smart Tv,USA,70797313,226546318.95057374
8471,Dec,1,Movie,Smart Tv,Brazil,77656919,239679482.35694057
8472,Jun,1,Series,Smart Tv,Japan,78800460,220319433.950165
8473,Jul,5,Tv Show,Mobile,Brazil,72731651,226260187.37305176
8474,Sep,4,Series,Tablet,Germany,72645324,235546379.4817482
8475,Jun,2,Tv Show,Smart Tv,Canada,75924907,225193343.01043567
8476,Apr,3,Series,Mobile,UK,73526232,223987925.83469573
8477,Jan,5,Tv Show,Tablet,Japan,74506141,235702829.21144056
8478,Feb,3,Series,Smart Tv,France,77743837,229979838.83436558
8479,Oct,3,Tv Show,Smart Tv,Canada,73805845,223594159.74392617
8480,Jul,3,Series,Mobile,Australia,74306899,226120867.42493924
8481,Sep,1,Tv Show,Tablet,India,70370769,236911399.01213047
8482,Oct,3,Movie,Mobile,USA,73215014,225810329.95592687
8483,Jun,3,Tv Show,Tablet,India,73767862,227166549.38709056
8484,Sep,4,Series,Smart Tv,USA,73920769,220628369.3345438
8485,Dec,4,Movie,Mobile,Brazil,79502902,236842476.5328077
8486,May,2,Tv Show,Mobile,Brazil,73823117,239381325.44570005
